	Azacitidine	Brincidofovir	Cidofovir	Filociclovir	Flavopiridol	Ganciclovir	Letermovir	Niclosamide	Nitazoxanide	Favipiravir	Artesunate	Bithionol	Dasatinib	Erlotinib	Gefitinib	Hexachlorophene	Imatinib	Leflunomide	Mycophenolic_acid	Rapamycin_(Sirolimus)	Sunitinib	Navitoclax	Chloroquine	Chlorpromazine	Atovaquone	Berberine	Doxycycline	Eflornithine	EIPA_(amiloride)	Hydroxychloroquine	Isolanid_(lanatoside_C)	Ivermectin	Luteolin	Nelfinavir	Ribavirin	Silvestrol	Sofosbuvir	Sorafenib	Suramin	Tilorone_(Amixin)	Cyclosporine	Emetine	Emodin	Foscarnet	Lobucavir	Manidipine	Monensin	Quercetin	Salinomycin	Saracatinib	Simvastatin	Valacyclovir	Verapamil	4-HPR_(Fenretinide)	Amiodarone	Amodiaquine	Anisomycin	BCX4430_(Galidesivir)	Bepridil	Bortezomib	Brequinar	Entrectinib	Fluoxetine	Fluvastatin	Lovastatin	Metformin	Minocycline	Mitoxantrone	Posaconazole	Quinacrine	Quinine	Raloxifene	Remdesivir	Topotecan	Apilimod	Arbidol_(Umifenovir)	Azithromycin	Benztropine	Clomipramine	Dalbavancin	Diphyllin	Nafamostat	Oritavancin	Tamoxifen	Teicoplanin	Telavancin	Teriflunomide	Toremifene	Aciclovir	Camptothecin	Glycyrrhizin	Novobiocin	Promethazine	Roscovitine_(Seliciclib)	Homoharringtonine	Acetylsalicylic_acid	Azaribine	Caffeine	Camostat	Gemcitabine	Genistin	Itraconazole	Kasugamycin	Memantine	Obatoclax	Pentosan_polysulfate	Regorafenib	Trametinib	Triazavirin	Zanamivir	Ezetimibe	Irbesartan	Lamivudine	Tenofovir	Thymalfasin	Alisporivir	Cepharanthine	Boceprevir	Dibucaine	Elbasvir	Pirlindole	Formoterol	Pleconaril	Alpha-lipoic_acid	Indomethacin	Lopinavir	Ritonavir	Mefloquine
Thymalfasin	0.01141925	0.060653188	0.019672131	0.012924071	0.007727975	0.019607843	0.013235294	0.0096	0.01607717	0.010050251	0.026898734	0.003210273	0.01674277	0.010752688	0.009118541	0.004792332	0.011869436	0.00805153	0.030794165	0.028767123	0.021875	0.02294197	0.022508039	0.00955414	0.004651163	0.003100775	0.023328149	0.025466893	0.014900662	0.025682183	0.028225806	0.037414966	0.007974482	0.03003003	0.016393443	0.023188406	0.029096478	0.015313936	0.053524804	0.021705426	0.081855389	0.012012012	0.009646302	0.013769363	0.012924071	0.018867925	0.040059347	0.00955414	0.051319648	0.005865103	0.021806854	0.025764895	0.024653313	0.020280811	0.023219814	0.01255887	0.012924071	0.009661836	0.017133956	0.0432	0.00927357	0.010204082	0.00952381	0.034645669	0.02507837	0.01188455	0.023219814	0.031055901	0.01980198	0.023510972	0.006259781	0.010510511	0.031343284	0.015384615	0.006042296	0.018691589	0.031976744	0.003125	0.009508716	0.07266436	0.019672131	0.014106583	0.062427746	0.013931889	0.070615034	0.092771084	0.016286645	0.013867488	0.011437908	0.009345794	0.039942939	0.032786885	0.0096	0.026941363	0.025525526	0.016694491	0.025477707	0.008250825	0.026687598	0.00974026	0.013824885	0.014164306	0.022292994	0.004942339	0.0046875	0.021505376	0.015267176	0.019637462	0.004901961	0.042763158	0.012288786	0.012121212	0.008183306	0.01458671	1	0.081632653	0.005706134	0.053459119	0.025437202	0.049792531	0.001605136	0.020602219	0.010903427	0.023569024	0.019017433	0.046062407	0.06557377	0.004672897
Alisporivir	0.04296875	0.051118211	0.042635659	0.049808429	0.060283688	0.050387597	0.059936909	0.033457249	0.029520295	0.020408163	0.057142857	0.034220532	0.053511706	0.044520548	0.043624161	0.045454545	0.047770701	0.02247191	0.067924528	0.133903134	0.09057971	0.065789474	0.059925094	0.040740741	0.053571429	0.038869258	0.085409253	0.024489796	0.019607843	0.059259259	0.07012987	0.108481262	0.04494382	0.063897764	0.034883721	0.066465257	0.085034014	0.033333333	0.058275058	0.073684211	0.848739496	0.080808081	0.061776062	0.012875536	0.053846154	0.06402439	0.101265823	0.048507463	0.116564417	0.050473186	0.086021505	0.067669173	0.072164948	0.045138889	0.069444444	0.054151625	0.041825095	0.045801527	0.048951049	0.052816901	0.045296167	0.055900621	0.025362319	0.074204947	0.09057971	0.008298755	0.080701754	0.072413793	0.079178886	0.071428571	0.046931408	0.045751634	0.073015873	0.080985915	0.036423841	0.071174377	0.115625	0.032142857	0.04029304	0.126953125	0.080321285	0.024390244	0.136546185	0.037800687	0.120229008	0.144628099	0.018796992	0.033898305	0.047244094	0.064981949	0.074285714	0.086261981	0.041198502	0.064981949	0.061093248	0.024	0.069852941	0.070539419	0.037931034	0.038610039	0.05862069	0.07079646	0.050909091	0.011811024	0.054545455	0.057627119	0.03654485	0.087837838	0.03968254	0.048507463	0.0625	0.05704698	0.035433071	0.041984733	0.081632653	1	0.063444109	0.074576271	0.057971014	0.100271003	0.034351145	0.058181818	0.04964539	0.028225806	0.050724638	0.090062112	0.090361446	0.035460993
Cepharanthine	0.041176471	0.039130435	0.040697674	0.045454545	0.167597765	0.040229885	0.242424242	0.105882353	0.08	0.025641026	0.072916667	0.096385542	0.130653266	0.143617021	0.188172043	0.081395349	0.177339901	0.089285714	0.09039548	0.132352941	0.098958333	0.153846154	0.09039548	0.116959064	0.15819209	0.291139241	0.102564103	0	0.024096386	0.082872928	0.076923077	0.090069284	0.131736527	0.135514019	0.035087719	0.200913242	0.111650485	0.139896373	0.109756098	0.130890052	0.067073171	0.276243094	0.114457831	0	0.051428571	0.182648402	0.079497908	0.123529412	0.074509804	0.233502538	0.086734694	0.054347826	0.174603175	0.104712042	0.117948718	0.134831461	0.115151515	0.051428571	0.141304348	0.071794872	0.153846154	0.201923077	0.115606936	0.120418848	0.087628866	0.013245033	0.117948718	0.088669951	0.168067227	0.141304348	0.142857143	0.179487179	0.112107623	0.148148148	0.155440415	0.128342246	0.08097166	0.150289017	0.154761905	0.151300236	0.06547619	0.139664804	0.127962085	0.127659574	0.134703196	0.128953771	0.064705882	0.119791667	0.041420118	0.145251397	0.07518797	0.152073733	0.119047619	0.090425532	0.237113402	0.070967742	0.063492063	0.076923077	0.116402116	0.052941176	0.136125654	0.17167382	0.031088083	0.056962025	0.149425287	0.037383178	0.138461538	0.171717172	0.036144578	0.032432432	0.136842105	0.136363636	0.061349693	0.045714286	0.005706134	0.063444109	1	0.050925926	0.086021505	0.210727969	0.13125	0.13559322	0.107526882	0.018518519	0.156069364	0.139737991	0.096774194	0.091891892
Boceprevir	0.059701493	0.035532995	0.043478261	0.041958042	0.06097561	0.035460993	0.065656566	0.033783784	0.062068966	0.041666667	0.155405405	0	0.073446328	0.022727273	0.04494382	0.006666667	0.068062827	0.042253521	0.067567568	0.12345679	0.060240964	0.085271318	0.039473684	0.026315789	0.0625	0.030487805	0.097560976	0.058823529	0.0546875	0.032051282	0.095419847	0.05811138	0.006535948	0.209302326	0.083969466	0.070422535	0.114942529	0.069364162	0.068181818	0.034285714	0.078767123	0.088888889	0.020408163	0.037383178	0.056737589	0.087378641	0.126262626	0.006451613	0.138095238	0.055837563	0.126582278	0.074324324	0.056497175	0.113924051	0.039772727	0.024539877	0.071942446	0.041958042	0.067073171	0.101265823	0.023391813	0.075	0.032679739	0.052941176	0.106918239	0.063063063	0.109090909	0.033333333	0.061135371	0.041666667	0.078431373	0.054054054	0.086734694	0.058139535	0.044444444	0.053892216	0.110047847	0.078947368	0.039215686	0.063529412	0.051094891	0.049689441	0.088888889	0.035087719	0.054794521	0.083333333	0.057971014	0.028571429	0.02919708	0.049382716	0.140909091	0.131578947	0.040816327	0.055900621	0.132596685	0.056451613	0.136986301	0.047244094	0.1	0.058823529	0.034090909	0.053097345	0.078947368	0.090909091	0.018518519	0.0625	0.068571429	0.094444444	0.030075188	0.122302158	0.034285714	0.055555556	0.053435115	0.042253521	0.053459119	0.074576271	0.050925926	1	0.050314465	0.151639344	0.065693431	0.050632911	0.030120482	0.06557377	0.064516129	0.113300493	0.102325581	0.063694268
Dibucaine	0.063636364	0.140127389	0.112149533	0.087719298	0.13740458	0.110091743	0.134146341	0.163636364	0.228571429	0.098901099	0.065693431	0.079646018	0.170212766	0.201550388	0.183823529	0.06779661	0.147435897	0.182692308	0.117647059	0.064377682	0.324561404	0.118421053	0.357142857	0.224299065	0.124031008	0.125	0.123188406	0.074468085	0.111111111	0.295238095	0.043824701	0.04040404	0.112068966	0.165605096	0.063636364	0.134078212	0.157534247	0.142857143	0.078014184	0.31092437	0.054545455	0.103225806	0.096491228	0.036144578	0.087719298	0.150289017	0.053191489	0.110169492	0.07	0.12962963	0.116788321	0.145299145	0.173913043	0.126865672	0.436363636	0.256637168	0.137614679	0.068965517	0.162790698	0.182539683	0.2	0.130952381	0.17699115	0.184615385	0.118518519	0.056818182	0.104895105	0.141843972	0.112244898	0.339285714	0.138211382	0.140939597	0.189873418	0.180451128	0.172661871	0.227642276	0.045454545	0.120967742	0.218181818	0.081012658	0.101851852	0.133858268	0.06122449	0.225806452	0.068459658	0.086021505	0.12037037	0.2109375	0.126213592	0.198347107	0.046296296	0.137724551	0.185185185	0.208333333	0.125	0.204545455	0.093023256	0.102040816	0.161538462	0.081818182	0.105633803	0.115183246	0.045112782	0.019047619	0.176470588	0.0125	0.14084507	0.131578947	0.076923077	0.06504065	0.098591549	0.18705036	0.086538462	0.098214286	0.025437202	0.057971014	0.086021505	0.050314465	1	0.108225108	0.110091743	0.155737705	0.168	0.082474227	0.166666667	0.161849711	0.171270718	0.126984127
Elbasvir	0.054794521	0.046428571	0.04954955	0.0625	0.153508772	0.063348416	0.195219124	0.105022831	0.130232558	0.054187192	0.083333333	0.067873303	0.148148148	0.130252101	0.150627615	0.061946903	0.200819672	0.097222222	0.083333333	0.152866242	0.11814346	0.205882353	0.092920354	0.108597285	0.171945701	0.146666667	0.106995885	0.018957346	0.051643192	0.086956522	0.077363897	0.10041841	0.109589041	0.207317073	0.059633028	0.205323194	0.184100418	0.156118143	0.145205479	0.115702479	0.103825137	0.149193548	0.096330275	0.020408163	0.072072072	0.247011952	0.094736842	0.108597285	0.108108108	0.16015625	0.094262295	0.107142857	0.126530612	0.113445378	0.123966942	0.11790393	0.106976744	0.067264574	0.168141593	0.174107143	0.189189189	0.1875	0.127853881	0.170305677	0.099585062	0.024752475	0.114754098	0.086956522	0.181494662	0.123404255	0.128888889	0.183333333	0.175097276	0.124481328	0.158995816	0.142241379	0.07	0.160550459	0.117117117	0.141350211	0.068807339	0.14159292	0.162280702	0.156521739	0.133744856	0.148558758	0.077981651	0.14957265	0.059907834	0.146017699	0.107491857	0.160305344	0.125581395	0.140969163	0.152941176	0.1	0.118421053	0.072463768	0.142241379	0.054298643	0.129166667	0.176258993	0.049792531	0.04245283	0.165137615	0.045454545	0.154811715	0.191666667	0.051162791	0.079295154	0.129707113	0.172268908	0.055813953	0.067567568	0.049792531	0.100271003	0.210727969	0.151639344	0.108225108	1	0.119047619	0.128318584	0.092436975	0.033018868	0.154545455	0.24015748	0.234848485	0.103448276
Pirlindole	0.054945055	0.046357616	0.065217391	0.095744681	0.174311927	0.075268817	0.130136986	0.114583333	0.102040816	0.053333333	0.059322034	0.097826087	0.152	0.107438017	0.157024793	0.082474227	0.136690647	0.120879121	0.087378641	0.096618357	0.120689655	0.093457944	0.12	0.134020619	0.148148148	0.160377358	0.098360656	0	0.047058824	0.116504854	0.047826087	0.045454545	0.113402062	0.14084507	0.043478261	0.083333333	0.088235294	0.094488189	0.05204461	0.097560976	0.038610039	0.171875	0.130434783	0	0.095744681	0.133757962	0.047337278	0.111111111	0.054644809	0.14893617	0.081967213	0.076190476	0.093023256	0.140350877	0.10483871	0.12037037	0.131868132	0.084210526	0.131578947	0.066666667	0.12173913	0.157534247	0.087378641	0.117647059	0.083333333	0.014084507	0.113821138	0.076923077	0.11299435	0.112068966	0.202020202	0.15503876	0.091503268	0.152542373	0.173553719	0.120689655	0.04494382	0.145631068	0.164948454	0.041025641	0.076923077	0.098214286	0.042216359	0.082644628	0.04	0.04076087	0.086956522	0.080645161	0.079545455	0.158878505	0.056701031	0.097402597	0.114583333	0.107142857	0.143884892	0.103896104	0.061946903	0.0875	0.083333333	0.076923077	0.096774194	0.11627907	0.026086957	0.088607595	0.133333333	0.02173913	0.093023256	0.135338346	0.083333333	0.037735849	0.097560976	0.142857143	0.095238095	0.073684211	0.001605136	0.034351145	0.13125	0.065693431	0.110091743	0.119047619	1	0.111111111	0.096491228	0.05	0.166666667	0.125	0.061111111	0.222222222
Formoterol	0.064220183	0.078787879	0.113207547	0.108108108	0.15625	0.111111111	0.185897436	0.221153846	0.132743363	0.076086957	0.050724638	0.12037037	0.146853147	0.166666667	0.151079137	0.10619469	0.194630872	0.150943396	0.147826087	0.092920354	0.136363636	0.123893805	0.2	0.19266055	0.170731707	0.153225806	0.124087591	0.052631579	0.058252427	0.205357143	0.039840637	0.059278351	0.185185185	0.189542484	0.054545455	0.209580838	0.166666667	0.204545455	0.097826087	0.192307692	0.058608059	0.111111111	0.148148148	0.036585366	0.088495575	0.164705882	0.064864865	0.171171171	0.065	0.116564417	0.085714286	0.117647059	0.201492537	0.145038168	0.145985401	0.247787611	0.268041237	0.078947368	0.173228346	0.213114754	0.173228346	0.152439024	0.245283019	0.243902439	0.102941176	0.033707865	0.121428571	0.176470588	0.179347826	0.25210084	0.208695652	0.207142857	0.176100629	0.164179104	0.157142857	0.171875	0.045685279	0.140495868	0.1875	0.086734694	0.134615385	0.201680672	0.100795756	0.198412698	0.084577114	0.095108696	0.132075472	0.19379845	0.095238095	0.142857143	0.041666667	0.173913043	0.186915888	0.2	0.11875	0.129032258	0.060606061	0.080808081	0.25	0.082568807	0.190839695	0.164835165	0.045454545	0.019230769	0.177966102	0.025477707	0.192592593	0.155405405	0.057142857	0.092436975	0.23015873	0.179856115	0.076923077	0.12962963	0.020602219	0.058181818	0.13559322	0.050632911	0.155737705	0.128318584	0.111111111	1	0.106870229	0.04	0.275229358	0.204819277	0.17877095	0.119047619
Pleconaril	0.07079646	0.076470588	0.088495575	0.094017094	0.108695652	0.10619469	0.158536585	0.090909091	0.081300813	0.083333333	0.056338028	0.125	0.157534247	0.169117647	0.195652174	0.111111111	0.136645963	0.186915888	0.141666667	0.081545064	0.156716418	0.111587983	0.132231405	0.125	0.079710145	0.15625	0.096551724	0.071428571	0.065420561	0.12	0.0390625	0.053164557	0.136752137	0.080924855	0.052173913	0.10106383	0.08125	0.163120567	0.069444444	0.151079137	0.05	0.129032258	0.14159292	0	0.084745763	0.115384615	0.041237113	0.134453782	0.048076923	0.140243902	0.097902098	0.12195122	0.144827586	0.076388889	0.2	0.140625	0.075630252	0.075630252	0.076923077	0.077464789	0.140740741	0.114942529	0.151260504	0.104895105	0.091549296	0.021052632	0.087248322	0.092715232	0.126903553	0.166666667	0.082706767	0.115384615	0.097142857	0.15	0.167832168	0.139705882	0.039408867	0.051470588	0.12195122	0.061576355	0.088495575	0.088235294	0.063291139	0.114285714	0.060096154	0.065274151	0.126126126	0.104166667	0.121495327	0.13740458	0.040723982	0.114942529	0.090909091	0.13740458	0.128834356	0.067961165	0.074074074	0.087378641	0.083916084	0.088495575	0.125874126	0.124352332	0.021428571	0.018348624	0.170731707	0.018404908	0.177304965	0.113924051	0.08411215	0.038461538	0.095890411	0.141891892	0.073394495	0.104347826	0.010903427	0.04964539	0.107526882	0.030120482	0.168	0.092436975	0.096491228	0.106870229	1	0.038095238	0.125	0.126373626	0.090909091	0.149606299
Alpha-lipoic_acid	0.052631579	0.059701493	0.064935065	0.06097561	0.056603774	0.063291139	0.071942446	0.045977011	0.045454545	0.06779661	0.147368421	0.011904762	0.075630252	0.035087719	0.050847458	0.022988506	0.044117647	0.036144578	0.142857143	0.034313725	0.065420561	0.043062201	0.054945055	0.056179775	0.058823529	0.019047619	0.044247788	0.163636364	0.042857143	0.064516129	0.041666667	0.019021739	0.022222222	0.073529412	0.081081081	0.044025157	0.047619048	0.025	0.015209125	0.043859649	0.032653061	0.03875969	0.023255814	0.113636364	0.074074074	0.051948052	0.073333333	0.02173913	0.072727273	0.042857143	0.104761905	0.065934066	0.041666667	0.055555556	0.07079646	0.03960396	0.0875	0.035714286	0.056074766	0.056603774	0.046296296	0.055172414	0.021276596	0.073394495	0.106796117	0.018181818	0.061403509	0.050847458	0.046242775	0.046296296	0.051020408	0.072580645	0.063380282	0.052631579	0.032786885	0.065420561	0.036585366	0.040816327	0.065934066	0.04	0.051282051	0.028846154	0.032697548	0.036036036	0.038961039	0.036723164	0.063291139	0.053571429	0.067567568	0.048543689	0.05	0.040816327	0.02247191	0.038461538	0.091603053	0.078125	0.050505051	0.014285714	0.04587156	0.051282051	0.034482759	0.041420118	0.073684211	0.044776119	0	0.041666667	0.024590164	0.0546875	0.013513514	0.08045977	0.053097345	0.066666667	0.085714286	0.048780488	0.023569024	0.028225806	0.018518519	0.06557377	0.082474227	0.033018868	0.05	0.04	0.038095238	1	0.072916667	0.064935065	0.060606061	0.05
Indomethacin	0.064814815	0.072727273	0.103773585	0.089285714	0.176	0.091743119	0.25170068	0.26	0.175925926	0.088888889	0.099236641	0.153846154	0.189781022	0.176923077	0.186567164	0.137614679	0.220689655	0.174757282	0.212962963	0.103139013	0.1640625	0.176744186	0.190909091	0.240384615	0.254385965	0.183333333	0.141791045	0.064516129	0.102040816	0.196428571	0.048387097	0.059431525	0.165137615	0.175324675	0.074766355	0.203592814	0.167832168	0.264	0.131086142	0.19379845	0.051094891	0.126666667	0.160377358	0.076923077	0.079646018	0.208588957	0.053763441	0.151785714	0.065326633	0.13836478	0.102189781	0.118644068	0.167883212	0.15503876	0.190839695	0.261261261	0.232323232	0.070175439	0.138461538	0.166666667	0.243697479	0.160493827	0.190909091	0.256198347	0.103703704	0.045977011	0.130434783	0.135714286	0.161290323	0.298245614	0.221238938	0.253731343	0.17721519	0.174242424	0.158273381	0.221311475	0.045918367	0.132231405	0.23364486	0.08974359	0.114285714	0.267857143	0.104	0.229508197	0.0875	0.098360656	0.166666667	0.233870968	0.096153846	0.181818182	0.066666667	0.212903226	0.177570093	0.144	0.148387097	0.209302326	0.112	0.104166667	0.284482759	0.083333333	0.183206107	0.185393258	0.062015504	0.019417476	0.2	0.025641026	0.25	0.188811189	0.078431373	0.102564103	0.184615385	0.172661871	0.088235294	0.1	0.019017433	0.050724638	0.156069364	0.064516129	0.166666667	0.154545455	0.166666667	0.275229358	0.125	0.072916667	1	0.191616766	0.147540984	0.111111111
Lopinavir	0.047619048	0.076923077	0.09202454	0.082840237	0.149171271	0.090909091	0.183574879	0.133333333	0.153374233	0.052980132	0.084656085	0.064705882	0.178947368	0.138297872	0.134020619	0.057142857	0.214285714	0.116564417	0.136094675	0.120437956	0.153846154	0.19391635	0.129411765	0.158536585	0.179190751	0.115384615	0.120418848	0.052631579	0.05625	0.12716763	0.059405941	0.080275229	0.099415205	0.267015707	0.047619048	0.190909091	0.206349206	0.171122995	0.137931034	0.14973262	0.094043887	0.116504854	0.095238095	0.035714286	0.076470588	0.30964467	0.079831933	0.091954023	0.109756098	0.110091743	0.115789474	0.135294118	0.151041667	0.147540984	0.166666667	0.148571429	0.12962963	0.051724138	0.298136646	0.27607362	0.1875	0.158139535	0.185185185	0.231213873	0.129032258	0.034013605	0.118556701	0.12244898	0.188841202	0.154696133	0.124293785	0.192708333	0.193236715	0.125	0.187165775	0.186440678	0.055555556	0.214723926	0.16969697	0.119815668	0.098765432	0.16	0.133651551	0.271084337	0.114606742	0.129268293	0.104294479	0.266272189	0.086956522	0.152542373	0.075471698	0.147465438	0.198717949	0.221556886	0.14354067	0.145833333	0.098901099	0.077419355	0.186440678	0.05952381	0.113402062	0.177489177	0.047619048	0.031055901	0.156976744	0.03271028	0.157068063	0.172588832	0.062111801	0.091954023	0.174863388	0.204301075	0.068322981	0.083333333	0.046062407	0.090062112	0.139737991	0.113300493	0.161849711	0.24015748	0.125	0.204819277	0.126373626	0.064935065	0.191616766	1	0.464864865	0.122905028
Ritonavir	0.050561798	0.077922078	0.086206897	0.071823204	0.100502513	0.085227273	0.132743363	0.118644068	0.16374269	0.075949367	0.064039409	0.054945055	0.1352657	0.125	0.1	0.048128342	0.174528302	0.115606936	0.097297297	0.081632653	0.121827411	0.15248227	0.140449438	0.161849711	0.12565445	0.080808081	0.108374384	0.049079755	0.071428571	0.138121547	0.047318612	0.066371681	0.081521739	0.210526316	0.050561798	0.161702128	0.183168317	0.155778894	0.11641791	0.135678392	0.090909091	0.075892857	0.071428571	0.033112583	0.065934066	0.222727273	0.067729084	0.07486631	0.096525097	0.081196581	0.093137255	0.133333333	0.16	0.121827411	0.151515152	0.145945946	0.108571429	0.054347826	0.25	0.288235294	0.164021164	0.120689655	0.16	0.191489362	0.099502488	0.044871795	0.101449275	0.115942029	0.147410359	0.164021164	0.09375	0.132075472	0.194444444	0.118226601	0.147783251	0.188172043	0.045283019	0.174157303	0.152542373	0.114349776	0.086206897	0.138297872	0.119815668	0.247191011	0.09978308	0.120567376	0.104046243	0.243093923	0.081395349	0.12565445	0.068592058	0.135371179	0.2	0.221590909	0.10619469	0.135483871	0.104712042	0.065868263	0.188172043	0.055865922	0.096618357	0.136546185	0.039800995	0.011428571	0.122994652	0.022026432	0.148514851	0.125581395	0.058139535	0.092391304	0.135678392	0.146341463	0.063953488	0.084269663	0.06557377	0.090361446	0.096774194	0.102325581	0.171270718	0.234848485	0.061111111	0.17877095	0.090909091	0.060606061	0.147540984	0.464864865	1	0.087179487
Mefloquine	0.063636364	0.052941176	0.081818182	0.107142857	0.146153846	0.1	0.192307692	0.113043478	0.102564103	0.086956522	0.050359712	0.099099099	0.145833333	0.115107914	0.133802817	0.076923077	0.11875	0.182692308	0.055555556	0.087719298	0.094202899	0.108695652	0.117647059	0.110169492	0.150793651	0.125	0.09929078	0.052083333	0.057692308	0.123966942	0.03968254	0.043037975	0.112068966	0.158227848	0.044642857	0.097297297	0.097402597	0.167883212	0.055555556	0.083333333	0.039426523	0.117647059	0.096491228	0.011764706	0.107142857	0.117977528	0.042105263	0.110169492	0.054187192	0.115853659	0.077464789	0.080645161	0.094594595	0.110294118	0.104895105	0.118110236	0.117117117	0.097345133	0.119402985	0.087591241	0.145038168	0.137724551	0.166666667	0.132352941	0.078571429	0	0.089655172	0.080536913	0.117948718	0.119402985	0.206896552	0.133333333	0.086705202	0.129496403	0.13986014	0.102189781	0.035	0.130081301	0.12605042	0.041463415	0.081818182	0.090909091	0.045226131	0.078014184	0.04047619	0.043927649	0.163461538	0.076388889	0.094339623	0.141732283	0.046296296	0.085714286	0.103448276	0.1328125	0.111111111	0.104166667	0.044444444	0.058823529	0.070921986	0.101851852	0.097902098	0.097938144	0.022058824	0.049019608	0.12	0.025316456	0.173913043	0.124183007	0.066666667	0.048	0.122302158	0.137931034	0.097087379	0.078947368	0.004672897	0.035460993	0.091891892	0.063694268	0.126984127	0.103448276	0.222222222	0.119047619	0.149606299	0.05	0.111111111	0.122905028	0.087179487	1
